Gene	mut.rate	dn.LoF	trans.LoF	nontrans.LoF	case.LoF	ctrl.LoF	dn.mis3	trans.mis3	nontrans.mis3	case.mis3	ctrl.mis3	p.dn	p.TADA	p.TADA.LoF	q.TADA
SMNDC1	8.87E-06	0	0	0	0	0	0	0	1	1	0	1	0.364	0.501	0.876993009
TP53I13	1.57E-05	0	0	0	0	0	0	1	0	0	1	1	0.364	0.509	0.876872807
TSPAN19	9.79E-06	0	0	0	2	1	0	2	1	2	1	1	0.364	0.367	0.876752638
VPS26A	1.24E-05	0	0	0	0	0	0	1	0	0	1	1	0.364	0.467	0.876632502
AKAP5	1.61E-05	0	0	0	0	0	0	0	0	5	4	1	0.365	0.48	0.8789204
ARHGEF19	3.16E-05	0	0	1	2	0	0	2	4	11	6	1	0.365	0.349	0.8788
ATP6V0E2	8.87E-06	0	1	1	1	0	0	0	0	0	0	1	0.365	0.337	0.878679633
CCDC158	4.19E-05	0	1	2	3	0	0	13	10	26	22	1	0.365	0.323	0.878559299
DUSP21	7.79E-06	0	0	0	2	1	0	0	0	0	0	1	0.365	0.355	0.878438998
DZIP1	3.31E-05	0	1	0	1	1	0	0	1	14	21	1	0.365	0.358	0.878318729
FCRL6	1.73E-05	1	2	2	4	3	0	2	1	4	3	0.002383448	0.365	0.363	0.878198494
MS4A3	8.66E-06	0	0	0	0	0	0	0	0	1	1	1	0.365	0.481	0.878078292
OR1N1	1.30E-05	0	0	1	2	0	0	2	0	3	5	1	0.365	0.345	0.877958122
RBMX	1.50E-05	0	0	0	0	0	0	0	1	1	0	1	0.365	0.496	0.877837986
SIGMAR1	9.00E-06	0	0	0	0	0	0	2	1	3	3	1	0.365	0.47	0.877717882
VARS2	4.35E-05	0	0	0	1	0	0	1	0	4	6	1	0.365	0.162	0.877597811
ZCWPW1	2.45E-05	0	0	0	0	0	0	3	1	18	16	1	0.365	0.494	0.877477773
C6orf141	9.44E-06	0	0	0	0	0	0	1	0	0	1	1	0.366	0.466	0.879761488
DIDO1	8.68E-05	0	0	0	0	0	0	3	2	19	14	1	0.366	0.466	0.879641187
EOMES	2.73E-05	0	1	0	0	0	0	0	1	1	1	1	0.366	0.19	0.879520919
KCNT1	4.94E-05	0	0	0	0	0	0	4	8	13	14	1	0.366	0.498	0.879400684
KIF2B	2.61E-05	0	1	0	1	1	0	4	4	12	11	1	0.366	0.375	0.879280481
MCM4	3.38E-05	0	0	0	2	1	0	6	6	7	1	1	0.366	0.369	0.879160312
OR52K1	1.32E-05	0	2	2	5	2	0	1	2	2	2	1	0.366	0.343	0.879040175
P2RY8	1.47E-05	0	0	0	0	0	0	0	0	0	0	1	0.366	0.463	0.878920071
PHB	1.07E-05	0	0	0	0	0	0	0	0	0	0	1	0.366	0.461	0.8788
SLC19A1	2.41E-05	0	0	0	0	0	0	1	1	0	0	1	0.366	0.496	0.878679962
SPINT1	2.11E-05	0	0	0	0	0	0	2	2	17	10	1	0.366	0.497	0.878559956
SRFBP1	1.61E-05	0	0	1	2	0	0	1	2	5	12	1	0.366	0.339	0.878439984
TMPRSS11F	1.71E-05	0	0	0	1	0	0	1	4	4	2	1	0.366	0.173	0.878320044
ZCCHC12	1.57E-05	0	0	0	0	0	0	0	0	1	1	1	0.366	0.471	0.878200137
AP4M1	1.83E-05	0	0	0	2	1	0	4	2	4	4	1	0.367	0.363	0.880479388
CSNK1G1	1.64E-05	0	0	0	0	0	0	0	0	1	1	1	0.367	0.47	0.880359219
GPKOW	1.83E-05	0	0	0	1	0	0	0	1	4	4	1	0.367	0.16	0.880239083
INPP4A	3.84E-05	0	1	0	0	0	0	4	2	4	8	1	0.367	0.169	0.880118979
KAL1	2.70E-05	0	0	0	1	0	0	1	5	5	3	1	0.367	0.162	0.879998909
KCNJ3	2.00E-05	0	0	0	0	0	0	0	0	1	1	1	0.367	0.507	0.879878871
KIF1A	6.67E-05	0	1	0	1	1	0	7	6	8	6	1	0.367	0.365	0.879758865
NARS2	1.89E-05	0	1	0	0	0	0	2	0	4	7	1	0.367	0.185	0.879638893
NEU1	1.65E-05	0	0	0	0	0	0	0	0	1	1	1	0.367	0.474	0.879518953
OR5P3	1.29E-05	0	0	0	0	0	0	3	2	1	1	1	0.367	0.481	0.879399046
PCDHB3	3.16E-05	0	0	1	2	0	0	4	2	12	8	1	0.367	0.366	0.879279171
RAB8B	7.87E-06	0	0	0	0	0	0	0	0	1	1	1	0.367	0.485	0.879159329
RCHY1	1.01E-05	0	0	0	0	0	0	0	0	1	1	1	0.367	0.489	0.87903952
RGL1	3.13E-05	0	0	0	0	0	0	4	3	13	7	1	0.367	0.505	0.878919744
ULBP2	9.83E-06	0	0	0	0	0	0	0	0	0	0	1	0.367	0.462	0.8788
WDR63	3.44E-05	0	0	0	1	0	0	1	2	6	11	1	0.367	0.163	0.878680289
WSB2	1.62E-05	0	0	0	0	0	0	0	1	1	0	1	0.367	0.493	0.87856061
XRRA1	3.13E-05	0	0	1	2	0	0	3	1	6	6	1	0.367	0.35	0.878440964
ACO2	3.06E-05	0	0	0	0	0	0	0	0	4	3	1	0.368	0.487	0.880714597
ADRB3	1.70E-05	0	0	0	0	0	0	1	0	0	1	1	0.368	0.501	0.88059469
C14orf21	2.53E-05	0	0	0	2	1	0	2	1	24	15	1	0.368	0.365	0.880474816
C7orf26	1.82E-05	0	0	0	0	0	0	1	2	4	2	1	0.368	0.494	0.880354975
CXCL1	4.32E-06	0	1	0	0	0	0	1	2	1	1	1	0.368	0.163	0.880235166
EPT1	1.62E-05	0	0	0	0	0	0	0	0	1	1	1	0.368	0.499	0.88011539
FAM161B	2.50E-05	0	0	0	2	1	0	0	2	7	2	1	0.368	0.37	0.879995646
FBXW4	1.65E-05	0	0	0	0	0	0	1	1	4	3	1	0.368	0.479	0.879875935
FERMT1	2.65E-05	0	0	0	2	1	0	1	4	3	11	1	0.368	0.357	0.879756257
GALNT10	2.36E-05	0	1	0	0	0	0	3	0	3	7	1	0.368	0.162	0.879636611
GPBP1	1.84E-05	0	0	0	1	0	0	2	1	3	5	1	0.368	0.175	0.879516998
GPC1	2.21E-05	0	0	0	1	0	0	1	1	4	5	1	0.368	0.172	0.879397417
HIC2	2.42E-05	0	0	0	0	0	0	1	1	0	0	1	0.368	0.475	0.879277868
ICAM3	2.17E-05	0	0	0	1	0	0	1	0	2	4	1	0.368	0.159	0.879158353
IPO11	4.01E-05	0	0	0	0	0	0	0	1	1	0	1	0.368	0.463	0.879038869
LHX5	1.60E-05	0	0	0	0	0	0	0	0	0	0	1	0.368	0.492	0.878919418
MAB21L1	1.41E-05	0	0	0	0	0	0	1	0	0	1	1	0.368	0.506	0.8788
NMNAT2	1.21E-05	0	0	0	0	0	0	1	0	0	1	1	0.368	0.477	0.878680614
OR6C76	1.29E-05	0	0	0	2	1	0	0	1	4	2	1	0.368	0.36	0.878561261
PSME4	7.25E-05	0	0	1	2	0	0	1	0	5	4	1	0.368	0.367	0.878441939
SERPINC1	1.84E-05	0	0	0	1	0	0	2	4	4	8	1	0.368	0.188	0.878322651
SLC8A3	3.66E-05	0	0	0	0	0	0	8	11	11	11	1	0.368	0.484	0.878203394
TGS1	3.24E-05	0	0	0	0	0	0	0	1	9	6	1	0.368	0.477	0.878084171
TIMM50	1.82E-05	0	0	0	0	0	0	2	3	3	1	1	0.368	0.484	0.877964979
UHRF1BP1	5.72E-05	0	0	1	2	0	0	8	8	12	7	1	0.368	0.34	0.87784582
BLZF1	1.54E-05	0	0	0	2	1	0	3	2	14	10	1	0.369	0.375	0.88011182
CDC25C	1.84E-05	0	1	0	0	0	0	1	1	0	1	1	0.369	0.169	0.879992402
DCLRE1A	4.07E-05	0	3	2	11	7	0	1	1	17	25	1	0.369	0.381	0.879873016
FAM131B	1.41E-05	0	0	0	0	0	0	0	1	1	0	1	0.369	0.483	0.879753663
FHL1	1.27E-05	0	0	0	0	0	0	0	1	1	0	1	0.369	0.448	0.879634342
JOSD1	7.87E-06	0	0	0	0	0	0	0	1	1	0	1	0.369	0.468	0.879515053
LPPR4	3.01E-05	0	0	0	0	0	0	1	1	0	0	1	0.369	0.483	0.879395797
N6AMT1	8.40E-06	0	0	0	0	0	0	0	1	1	0	1	0.369	0.464	0.879276573
PLEK2	1.38E-05	0	0	0	0	0	0	1	0	3	3	1	0.369	0.502	0.879157381
PSMD1	3.70E-05	0	0	0	0	0	0	1	0	0	1	1	0.369	0.503	0.879038222
PTGDS	7.57E-06	0	0	0	1	0	0	0	1	1	1	1	0.369	0.171	0.878919095
RASD1	1.11E-05	0	0	0	0	0	0	0	0	1	1	1	0.369	0.483	0.8788
S100A13	3.71E-06	0	0	0	0	0	0	0	0	5	4	1	0.369	0.484	0.878680938
SENP3	2.27E-05	0	0	0	0	0	0	0	0	1	1	1	0.369	0.47	0.878561907
SYNRG	5.14E-05	0	0	0	0	0	1	2	1	18	18	1	0.369	0.504	0.878442909
TLR3	3.62E-05	0	0	0	2	1	0	5	0	7	8	1	0.369	0.357	0.878323944
TMEM156	1.17E-05	0	0	0	0	0	0	0	0	5	4	1	0.369	0.475	0.87820501
TTC30A	2.60E-05	0	0	0	2	1	0	0	0	0	0	1	0.369	0.394	0.878086109
ZNF337	2.86E-05	0	0	0	2	1	0	0	1	21	13	1	0.369	0.332	0.87796724
AMOTL1	3.69E-05	0	0	0	0	0	0	6	4	16	14	1	0.37	0.475	0.880227396
BDH2	9.57E-06	0	0	0	0	0	0	0	0	1	1	1	0.37	0.473	0.880108269
C15orf24	9.48E-06	0	0	0	0	0	0	1	0	0	1	1	0.37	0.478	0.879989175
C17orf64	9.09E-06	0	1	0	3	2	0	3	2	0	2	1	0.37	0.338	0.879870112
CES1	2.24E-05	0	2	1	0	0	0	4	3	1	0	1	0.37	0.363	0.879751082
CRYBA1	8.44E-06	0	0	0	1	0	0	0	0	5	6	1	0.37	0.169	0.879632084
DHX37	4.51E-05	0	0	0	0	0	0	1	2	5	3	1	0.37	0.473	0.879513119
FSTL5	3.28E-05	0	1	1	1	0	0	4	5	8	8	1	0.37	0.379	0.879394185
HOXD1	1.34E-05	0	0	0	0	0	0	0	0	1	1	1	0.37	0.482	0.879275284
IFRD2	2.03E-05	0	0	0	0	0	0	4	9	14	12	1	0.37	0.488	0.879156415
KIAA1462	5.25E-05	0	1	0	0	0	1	1	4	5	8	1	0.37	0.152	0.879037578
KIR3DL1	1.80E-05	0	0	0	2	1	0	5	4	0	0	1	0.37	0.354	0.878918773
LYZL4	5.79E-06	0	0	0	0	0	0	1	0	0	1	1	0.37	0.46	0.8788
MLLT10	4.19E-05	0	0	0	1	0	0	3	1	3	6	1	0.37	0.182	0.878681259
MMS22L	4.94E-05	0	1	0	1	1	0	5	5	6	2	1	0.37	0.389	0.878562551
NAV3	9.23E-05	0	0	0	2	1	0	7	5	22	20	1	0.37	0.364	0.878443874
NSMCE1	1.03E-05	0	0	0	1	0	0	1	1	1	2	1	0.37	0.153	0.87832523
PPFIA2	4.78E-05	0	1	0	1	1	0	1	3	11	7	1	0.37	0.357	0.878206617
SF3B3	4.80E-05	0	0	0	2	1	0	0	0	1	1	1	0.37	0.367	0.878088037
STK4	1.85E-05	0	0	0	0	0	0	2	3	3	1	1	0.37	0.449	0.877969488
SYNGR3	9.35E-06	0	0	0	1	0	0	3	4	0	0	1	0.37	0.165	0.877850972
TDP2	1.40E-05	0	0	0	0	0	0	0	0	5	4	1	0.37	0.475	0.877732488
TEX13B	1.21E-05	0	0	0	0	0	0	0	1	1	0	1	0.37	0.491	0.877614035
THRAP3	3.64E-05	0	0	0	0	0	0	3	0	2	4	1	0.37	0.512	0.877495615
TRIM58	1.88E-05	0	0	0	1	0	0	0	1	3	3	1	0.37	0.168	0.877377226
VAC14	3.12E-05	0	0	0	0	0	0	0	1	6	4	1	0.37	0.475	0.87725887
YBEY	6.48E-06	0	0	0	0	0	0	0	0	1	1	1	0.37	0.492	0.877140545
ZNF429	2.60E-05	0	2	2	3	1	0	1	1	7	2	1	0.37	0.379	0.877022252
ZSWIM1	1.96E-05	0	1	1	9	5	0	0	1	11	5	1	0.37	0.356	0.876903991
ABRA	1.44E-05	0	0	0	1	1	0	2	1	7	1	1	0.371	0.562	0.879155454
ACSS3	2.68E-05	0	0	0	4	2	0	1	2	2	5	1	0.371	0.351	0.879036937
ARRB1	1.64E-05	0	0	0	1	0	0	0	0	2	3	1	0.371	0.162	0.878918453
C2orf29	2.04E-05	0	0	0	2	1	0	0	0	1	1	1	0.371	0.36	0.8788
CTBP2	3.92E-05	0	7	0	5	8	0	8	0	8	6	1	0.371	0.41	0.878681579
HLA-DMA	1.07E-05	0	0	0	0	0	0	0	0	1	1	1	0.371	0.493	0.878563191
HPR	1.35E-05	0	1	0	0	0	0	6	3	0	4	1	0.371	0.155	0.878444834
JMJD1C	9.81E-05	0	0	0	0	0	0	5	7	27	28	1	0.371	0.466	0.878326509
LRIT3	2.54E-05	0	1	1	1	0	0	4	4	16	12	1	0.371	0.36	0.878208215
MAS1L	1.54E-05	0	0	0	4	2	0	3	4	3	7	1	0.371	0.326	0.878089954
MORC3	3.59E-05	0	0	0	1	0	0	0	0	4	5	1	0.371	0.171	0.877971725
MOSPD2	2.00E-05	0	0	0	0	0	0	0	0	19	19	1	0.371	0.477	0.877853527
NFKBID	1.26E-05	0	0	0	0	0	0	0	0	1	1	1	0.371	0.482	0.877735361
ODF2L	2.38E-05	0	0	0	2	1	0	0	1	8	4	1	0.371	0.367	0.877617227
PAX9	1.37E-05	0	0	0	0	0	0	0	1	1	0	1	0.371	0.479	0.877499125
PLA2G2D	5.70E-06	0	0	0	0	0	0	1	0	20	16	1	0.371	0.483	0.877381055
SLC25A13	2.67E-05	0	0	0	1	0	0	2	0	2	5	1	0.371	0.163	0.877263016
SOX30	3.01E-05	0	0	0	0	0	0	1	6	12	21	1	0.371	0.496	0.877145009
TFCP2	1.95E-05	0	0	0	0	0	0	0	1	1	0	1	0.371	0.507	0.877027034
TIMM17B	8.92E-06	0	0	0	0	0	0	1	1	0	0	1	0.371	0.487	0.876909091
TMCC3	1.84E-05	0	0	0	0	0	0	10	11	14	6	1	0.371	0.519	0.876791179
TUSC5	7.22E-06	0	0	0	1	0	0	0	1	1	1	1	0.371	0.151	0.876673299
WDR93	2.71E-05	0	1	0	3	2	0	0	3	2	3	1	0.371	0.337	0.876555451
ZNF668	2.54E-05	0	0	0	0	0	0	0	0	1	1	1	0.371	0.511	0.876437634
ADAMTSL1	6.97E-05	0	0	0	0	0	0	12	10	22	23	1	0.372	0.493	0.878681898
ATMIN	3.27E-05	0	0	0	1	0	0	3	4	5	5	1	0.372	0.157	0.878563827
C1orf88	7.53E-06	0	0	0	2	1	0	1	2	2	0	1	0.372	0.363	0.878445788
C8orf37	8.00E-06	0	0	0	0	0	0	0	0	1	1	1	0.372	0.493	0.878327781
CACNA1E	9.01E-05	0	0	0	1	0	1	1	4	3	10	1	0.372	0.171	0.878209805
CBLN4	8.00E-06	0	0	0	0	0	0	1	0	0	1	1	0.372	0.51	0.878091861
CYP11A1	2.07E-05	0	0	0	1	0	0	1	2	4	4	1	0.372	0.15	0.877973949
EXOSC7	1.12E-05	0	0	1	2	0	0	1	1	2	1	1	0.372	0.357	0.877856069
GDAP1	1.38E-05	0	0	0	0	0	0	1	1	0	0	1	0.372	0.49	0.87773822
GRIA1	3.54E-05	0	0	0	1	0	0	1	0	1	3	1	0.372	0.152	0.877620403
GUCY2D	4.41E-05	0	0	0	1	0	0	0	5	7	4	1	0.372	0.144	0.877502617
KRT40	1.69E-05	0	2	0	0	1	0	2	1	9	8	1	0.372	0.347	0.877384863
KRTAP24-1	1.04E-05	0	3	0	4	4	0	1	0	0	1	1	0.372	0.366	0.877267141
MIP	1.08E-05	0	0	0	0	0	0	0	0	1	1	1	0.372	0.52	0.87714945
PEG10	3.11E-05	0	0	0	0	0	0	1	0	0	1	1	0.372	0.522	0.877031791
PLEK	1.34E-05	0	0	0	0	0	0	8	3	7	6	1	0.372	0.501	0.876914163
PSORS1C2	5.57E-06	0	0	0	0	0	0	0	0	1	1	1	0.372	0.506	0.876796567
RFT1	2.20E-05	0	0	0	1	0	0	1	1	2	3	1	0.372	0.154	0.876679002
RIN3	3.94E-05	0	0	0	0	0	0	8	4	12	14	1	0.372	0.478	0.876561469
SOS2	5.23E-05	0	0	0	2	1	0	4	1	12	17	1	0.372	0.363	0.876443968
SPPL3	1.61E-05	0	0	0	0	0	0	0	0	1	1	1	0.372	0.468	0.876326498
TBC1D10B	3.18E-05	0	0	0	0	0	0	1	2	4	2	1	0.372	0.496	0.876209059
TTC1	1.09E-05	0	0	0	0	0	0	3	1	9	7	1	0.372	0.494	0.876091652
AIFM1	2.35E-05	0	0	0	0	0	0	0	0	1	1	1	0.373	0.481	0.878329046
ANKRD11	0.00010136	0	0	0	0	0	0	3	3	12	21	1	0.373	0.48	0.878211386
ATP5G3	5.74E-06	0	0	0	0	0	0	1	1	0	0	1	0.373	0.515	0.878093758
C19orf24	5.31E-06	0	0	0	0	0	0	0	1	1	0	1	0.373	0.527	0.877976162
CHD9	0.000111942	0	0	0	2	1	0	7	10	7	7	1	0.373	0.35	0.877858597
CMTM7	7.22E-06	0	0	0	0	0	0	0	0	1	1	1	0.373	0.475	0.877741063
EAF1	1.05E-05	0	2	0	0	1	0	2	0	5	6	1	0.373	0.373	0.877623561
FAM24A	4.18E-06	0	0	0	0	0	0	0	0	0	0	1	0.373	0.476	0.87750609
GDF7	1.79E-05	0	0	0	0	0	0	0	1	1	0	1	0.373	0.494	0.877388651
MC3R	1.34E-05	0	0	0	0	0	0	1	1	4	3	1	0.373	0.502	0.877271243
NKX3-2	1.30E-05	0	0	0	0	0	0	0	0	4	3	1	0.373	0.487	0.877153867
PEX11A	9.83E-06	0	1	0	0	0	0	1	0	0	2	1	0.373	0.171	0.877036522
PKP3	3.15E-05	0	0	0	0	0	0	3	2	18	12	1	0.373	0.51	0.876919208
PTK2	4.16E-05	0	0	0	0	0	0	3	2	2	2	1	0.373	0.492	0.876801926
SHC3	2.33E-05	0	0	0	0	0	0	3	0	1	3	1	0.373	0.482	0.876684675
SMARCAL1	3.77E-05	0	0	0	2	1	0	2	1	10	15	1	0.373	0.343	0.876567456
SNX30	1.70E-05	0	0	0	1	0	0	2	3	3	3	1	0.373	0.186	0.876450267
SPANXE	3.69E-06	0	0	0	0	0	0	1	1	0	0	1	0.373	0.513	0.876333111
SRM	1.21E-05	0	0	0	0	0	0	0	0	1	1	1	0.373	0.476	0.876215985
TMEM200A	1.94E-05	0	0	0	1	0	0	0	3	2	0	1	0.373	0.155	0.876098891
UBE2G2	6.44E-06	0	0	0	0	0	0	1	0	0	1	1	0.373	0.507	0.875981828
UCP3	1.24E-05	0	0	0	1	0	0	2	4	2	1	1	0.373	0.175	0.875864796
ZKSCAN1	2.17E-05	0	0	0	0	0	0	0	1	20	14	1	0.373	0.489	0.875747796
ANKRD1	1.20E-05	0	0	0	1	0	0	0	0	1	2	1	0.374	0.177	0.877978362
ARRDC5	1.36E-05	0	1	0	0	0	0	0	0	6	11	1	0.374	0.176	0.877861111
BCDIN3D	1.17E-05	0	0	0	1	0	0	1	2	2	2	1	0.374	0.182	0.877743891
BZW2	1.63E-05	0	0	0	0	0	0	1	1	0	0	1	0.374	0.479	0.877626702
CDC42EP3	1.01E-05	0	0	0	0	0	0	1	0	0	1	1	0.374	0.486	0.877509545
CRX	1.22E-05	0	0	0	0	0	0	0	0	1	1	1	0.374	0.478	0.877392419
DNER	2.94E-05	0	0	0	0	0	0	4	2	8	6	1	0.374	0.515	0.877275324
GCH1	9.66E-06	0	0	0	0	0	0	1	1	0	0	1	0.374	0.506	0.87715826
GPRIN1	3.92E-05	0	0	0	2	1	0	2	0	9	9	1	0.374	0.349	0.877041227
HOXC11	1.22E-05	0	1	0	0	0	0	0	1	1	1	1	0.374	0.177	0.876924226
ISCU	6.44E-06	0	0	0	0	0	0	1	1	0	0	1	0.374	0.481	0.876807256
KCNJ10	1.52E-05	0	0	0	0	0	0	2	1	3	3	1	0.374	0.491	0.876690317
KIF9	3.07E-05	0	0	1	2	0	0	3	1	9	9	1	0.374	0.353	0.87657341
NFIX	1.77E-05	0	0	0	1	0	0	0	0	1	2	1	0.374	0.165	0.876456533
NPSR1	1.54E-05	0	0	0	1	0	0	1	1	2	3	1	0.374	0.153	0.876339688
RAPGEF2	5.81E-05	0	0	0	1	0	0	1	0	4	6	1	0.374	0.166	0.876222874
RNF150	1.74E-05	0	0	0	0	0	0	1	0	0	1	1	0.374	0.48	0.876106091
TMED9	9.14E-06	0	0	0	0	0	0	0	0	1	1	1	0.374	0.504	0.875989339
UBE2D1	5.87E-06	0	0	0	10	6	0	0	0	0	0	1	0.374	0.344	0.875872618
APOE	1.21E-05	0	0	0	0	0	0	0	0	1	1	1	0.375	0.504	0.878097522
BOC	4.43E-05	0	0	0	2	1	0	7	4	11	14	1	0.375	0.351	0.877980551
C14orf176	8.57E-06	0	1	0	0	0	0	4	1	2	7	1	0.375	0.154	0.877863612
C18orf21	8.57E-06	0	1	0	0	0	0	1	1	0	1	1	0.375	0.167	0.877746704
CDC16	2.42E-05	0	0	0	1	0	0	0	2	3	2	1	0.375	0.174	0.877629827
CHCHD2	6.00E-06	0	0	0	0	0	0	1	1	0	0	1	0.375	0.489	0.877512981
CTRC	1.07E-05	0	0	0	0	0	0	3	2	6	5	1	0.375	0.487	0.877396166
CYP4V2	2.05E-05	0	1	0	1	1	0	4	6	18	13	1	0.375	0.365	0.877279382
DNAJC21	2.13E-05	0	0	0	2	1	0	5	10	10	10	1	0.375	0.359	0.87716263
DNMBP	6.17E-05	0	0	0	0	0	0	6	6	17	16	1	0.375	0.52	0.877045908
FAM118A	1.39E-05	0	0	0	0	0	0	2	2	3	2	1	0.375	0.508	0.876929218
FAM174B	6.44E-06	0	1	0	0	1	0	0	0	4	0	1	0.375	0.517	0.876812558
FLOT1	1.63E-05	0	0	0	0	0	0	0	0	1	1	1	0.375	0.472	0.87669593
INPP1	1.54E-05	0	0	0	1	0	0	3	2	0	2	1	0.375	0.171	0.876579332
KIAA1024	3.58E-05	0	0	0	0	0	0	7	4	31	25	1	0.375	0.485	0.876462766
NDUFS2	1.82E-05	0	0	0	0	0	0	0	0	1	1	1	0.375	0.488	0.876346231
RAB39B	8.31E-06	0	0	0	0	0	0	0	0	1	1	1	0.375	0.531	0.876229726
RNF166	9.61E-06	0	0	0	0	0	0	0	0	1	1	1	0.375	0.484	0.876113253
RPL18A	7.09E-06	0	0	0	0	0	0	0	0	1	1	1	0.375	0.459	0.87599681
SGSM1	4.53E-05	0	0	0	0	0	0	4	2	8	6	1	0.375	0.486	0.875880399
TAP1	3.22E-05	0	0	0	0	0	0	2	8	18	6	1	0.375	0.485	0.875764018
TTLL11	3.17E-05	0	0	0	1	1	0	3	0	1	0	1	0.375	0.521	0.875647668
UBE2F	7.22E-06	0	0	0	0	0	0	1	0	0	1	1	0.375	0.506	0.87553135
VIL1	3.20E-05	0	0	0	2	1	0	4	5	12	13	1	0.375	0.362	0.875415062
WDR77	1.39E-05	0	0	0	0	0	0	1	1	0	0	1	0.375	0.49	0.875298805
ZFAND3	8.87E-06	0	0	0	0	0	0	0	0	1	1	1	0.375	0.473	0.875182579
ZNF572	2.04E-05	0	0	0	0	0	0	0	1	5	3	1	0.375	0.492	0.875066383
CCDC88C	7.75E-05	0	0	0	1	2	0	18	10	32	28	1	0.375377415	0.779	0.875830803
ACTL7B	1.64E-05	0	0	0	0	0	0	1	1	4	3	1	0.376	0.513	0.877166976
ARID3A	2.30E-05	0	0	0	0	0	0	1	0	5	5	1	0.376	0.484	0.877050564
ASCC2	2.97E-05	0	0	0	0	0	0	1	2	15	8	1	0.376	0.509	0.876934183
BMP2	1.56E-05	0	0	0	0	0	0	0	0	1	1	1	0.376	0.5	0.876817832
CHST11	1.39E-05	0	0	0	1	0	0	0	0	3	4	1	0.376	0.152	0.876701512
COPB2	3.50E-05	0	0	0	1	1	0	0	0	4	0	1	0.376	0.556	0.876585224
CPNE4	2.18E-05	0	0	0	0	0	0	0	1	1	0	1	0.376	0.498	0.876468966
DAPK1	5.64E-05	0	0	0	0	0	0	5	2	10	7	1	0.376	0.497	0.876352738
DNAJC6	3.61E-05	0	0	0	0	0	0	2	1	4	4	1	0.376	0.493	0.876236542
ELP4	1.67E-05	0	0	0	0	0	0	6	4	14	17	1	0.376	0.492	0.876120377
GAS2L2	3.45E-05	0	0	0	2	1	0	2	1	8	10	1	0.376	0.373	0.876004242
HDHD1	9.92E-06	0	0	0	0	0	0	0	1	1	0	1	0.376	0.475	0.875888138
HOXD13	1.35E-05	0	0	0	1	0	0	2	4	2	1	1	0.376	0.164	0.875772065
IL1RAPL1	2.71E-05	0	0	0	1	0	0	0	0	2	3	1	0.376	0.169	0.875656022
ISM2	2.24E-05	0	1	1	1	0	0	4	3	3	5	1	0.376	0.366	0.875540011
MNAT1	1.18E-05	0	0	0	1	0	0	1	0	0	2	1	0.376	0.175	0.87542403
NCAPD2	5.51E-05	0	0	0	5	3	1	5	5	12	12	1	0.376	0.405	0.875308079
NCLN	2.24E-05	0	0	0	0	0	0	1	0	0	1	1	0.376	0.484	0.87519216
NTSR1	1.70E-05	0	0	0	0	0	0	7	3	15	16	1	0.376	0.513	0.875076271
PARP16	1.29E-05	0	0	0	0	0	0	2	1	4	4	1	0.376	0.491	0.874960413
PREPL	2.84E-05	0	1	0	0	0	0	4	5	3	4	1	0.376	0.146	0.874844586
PURG	1.32E-05	0	0	0	0	0	0	0	1	1	0	1	0.376	0.461	0.874728789
RASSF2	1.28E-05	0	0	0	0	0	0	3	0	3	5	1	0.376	0.501	0.874613023
RNF149	1.57E-05	0	0	0	0	0	0	1	2	4	2	1	0.376	0.5	0.874497287
RRBP1	3.67E-05	0	0	0	0	0	0	8	9	30	22	1	0.376	0.508	0.874381582
SAMD5	6.87E-06	0	0	0	1	0	0	0	1	2	2	1	0.376	0.164	0.874265908
SDK2	8.61E-05	0	0	0	0	0	0	18	10	18	23	1	0.376	0.501	0.874150265
SMPDL3A	1.79E-05	0	0	0	1	0	0	0	1	2	2	1	0.376	0.156	0.874034652
TAF5	3.11E-05	0	0	0	0	0	0	0	0	1	1	1	0.376	0.501	0.873919069
TMTC3	3.58E-05	0	0	0	7	4	0	1	2	2	4	1	0.376	0.376	0.873803517
ZDHHC24	1.17E-05	0	0	0	0	0	0	0	0	1	1	1	0.376	0.463	0.873687996
CD101	4.00E-05	0	0	0	3	2	0	8	8	35	27	1	0.376322273	0.44	0.874321253
ACADSB	1.67E-05	0	0	2	5	1	0	1	2	5	1	1	0.377	0.409	0.875780069
ATP6V1C1	1.47E-05	0	0	0	0	0	0	0	0	1	1	1	0.377	0.482	0.875664332
C10orf25	5.05E-06	0	0	0	1	0	0	0	1	0	0	1	0.377	0.18	0.875548626
CH25H	1.14E-05	0	0	0	1	0	0	0	1	0	0	1	0.377	0.163	0.87543295
COPS6	1.28E-05	0	0	0	0	0	0	0	1	1	0	1	0.377	0.484	0.875317305
FAM20B	1.62E-05	0	0	0	0	0	0	0	1	1	0	1	0.377	0.499	0.875201691
FGF23	1.00E-05	0	0	0	0	0	0	1	0	0	1	1	0.377	0.498	0.875086107
GLT8D1	1.47E-05	0	1	0	0	1	0	2	0	5	1	1	0.377	0.551	0.874970553
GNG12	2.78E-06	0	0	0	0	0	0	0	1	1	0	1	0.377	0.477	0.87485503
HAUS2	9.18E-06	0	0	0	0	0	0	0	0	1	1	1	0.377	0.498	0.874739538
HMGA2	4.08E-06	0	0	0	0	0	0	2	2	0	0	1	0.377	0.477	0.874624076
HRH3	1.81E-05	0	0	0	0	0	0	0	0	1	1	1	0.377	0.489	0.874508645
